Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Day_of_Week_Weekend,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night
10.06,2,2.41,1.16,0.38,16.0,20.1596,0,0,1,0
48.51,3,,1.0,0.48,110.18,104.1764,0,1,0,0
38.98,3,3.16,1.28,0.26,15.47,57.0766,0,0,0,0
47.04,4,4.83,1.38,0.36,79.54,98.3796,0,0,0,1
44.85,1,3.83,0.51,0.29,52.52,41.9343,1,1,0,0
30.3,1,4.5,1.64,0.35,51.65,72.2695,1,0,0,1
46.17,4,4.13,1.57,0.28,83.15,99.8989,0,0,0,0
5.34,2,2.34,,0.18,12.72,10.2366,0,0,0,0
10.6,3,4.21,,0.3,73.28,32.342,0,0,0,0
3.22,3,2.83,1.63,0.31,93.78,37.1504,0,0,0,0
16.94,3,3.92,1.93,0.42,100.24,78.715,0,0,0,0
20.05,2,3.02,0.86,0.39,24.61,29.8609,0,1,0,0
14.3,3,4.99,0.99,0.37,108.2,59.181,0,0,0,1
41.61,3,2.79,0.78,0.15,,47.314800000000005,1,1,0,0
18.48,4,2.84,1.37,0.39,106.41,69.6575,0,0,0,0
146.0670471598387,2,4.79,0.73,0.3,60.81,320.958663578238,0,0,0,0
27.59,1,2.07,1.03,0.46,67.33,61.459500000000006,1,1,0,0
7.91,4,4.09,1.55,0.47,110.69,68.3748,0,0,1,0
40.31,4,4.18,1.34,0.12,108.49,71.2142,0,0,1,0
4.65,1,4.51,1.08,0.43,56.54,33.8442,0,0,0,0
49.36,4,4.92,1.13,0.12,36.56,65.084,0,0,1,0
38.84,2,4.93,1.34,0.25,50.21,69.52810000000001,1,0,1,0
10.74,3,2.2,0.51,0.32,49.59,23.5462,0,0,1,0
1.27,2,4.47,0.62,0.16,37.99,11.3358,0,0,1,0
40.96,1,3.94,1.82,0.4,35.89,92.8432,1,0,1,0
35.64,1,3.94,0.62,0.1,104.02,36.4388,1,0,0,1
36.72,,2.39,1.56,0.17,13.03,61.8883,1,0,0,0
38.79,2,3.95,1.88,0.33,82.93,104.2421,0,0,0,0
4.63,,4.95,0.91,0.39,24.87,18.8626,0,0,0,0
18.56,1,4.74,,0.47,44.62,45.385000000000005,1,0,1,0
6.68,2,3.32,1.35,0.38,12.08,16.9284,1,0,0,1
43.29,1,2.12,1.82,0.37,36.05,94.2463,0,1,0,0
31.54,2,3.09,1.91,0.26,93.37,87.6076,0,0,1,0
17.21,2,4.48,1.61,0.1,106.78,42.8661,0,0,0,0
4.11,2,4.1,0.63,0.15,30.48,11.2613,1,1,0,0
,1,3.38,1.5,0.31,58.31,45.8161,0,0,0,1
16.93,4,2.17,1.12,0.37,59.09,42.9949,0,0,0,0
36.75,2,3.28,1.21,0.27,105.46,76.2217,0,0,0,0
,1,3.41,0.57,0.39,92.72,57.9476,0,0,0,0
44.47,1,4.79,0.79,0.31,64.0,59.761300000000006,1,0,0,1
24.14,2,3.92,1.69,,82.14,55.3948,0,0,1,0
6.86,2,2.93,1.18,0.18,102.45,29.4658,1,0,0,1
35.95,4,3.58,0.95,0.44,6.1,40.4165,1,0,0,0
38.28,1,,1.08,0.39,51.33,63.56110000000001,0,0,0,0
28.5,1,4.92,1.78,0.46,109.33,105.9418,0,0,0,0
,1,3.43,0.91,0.5,67.43,60.077,1,0,1,0
26.61,4,3.07,0.68,0.18,65.91,33.0286,0,0,1,0
21.95,3,4.05,0.88,0.1,44.99,27.865,0,0,1,0
2.25,3,3.99,1.88,0.5,,40.65,1,1,0,0
6.29,3,4.15,1.37,0.21,80.37,29.645000000000003,0,0,0,0
2.54,,2.8,1.3,0.37,53.11,25.7527,1,0,1,0
32.18,2,2.95,1.39,0.17,87.13,62.4923,0,0,0,1
16.4,1,2.38,1.05,0.33,104.04,53.9332,0,1,0,0
25.92,3,3.97,1.71,0.46,22.79,58.7766,0,0,0,1
45.47,4,2.12,1.28,0.23,56.93,73.4155,1,0,0,1
13.22,2,3.79,0.68,0.37,51.92,31.99,0,0,1,0
21.11,4,4.61,0.69,0.18,84.06,34.3067,1,0,0,0
38.02,4,,1.31,0.35,33.73,66.2817,0,1,0,0
112.8309582902826,2,3.35,1.9,0.23,78.63,233.00828520738887,0,0,0,0
102.74755620694734,2,2.23,1.8,0.23,53.09,274.53508679715014,0,1,0,0
,2,4.01,1.65,0.17,109.77,37.355900000000005,0,0,1,0
46.56,3,4.46,0.87,0.46,119.21,99.8038,0,0,1,0
40.6,3,2.73,0.55,0.26,17.2,29.532000000000004,1,0,0,0
32.04,3,3.26,0.65,0.2,31.8,30.446,0,0,0,0
43.7,3,4.52,1.59,0.28,114.29,106.0042,0,0,0,0
40.38,1,,0.8,0.23,115.21,63.432300000000005,0,0,1,0
10.14,3,2.73,1.06,0.4,16.24,19.974400000000003,0,1,0,0
44.74,2,3.65,1.25,0.49,6.72,62.8678,0,0,0,0
27.43,4,2.58,1.59,0.28,23.53,52.7821,1,0,1,0
40.56,3,2.31,0.67,0.44,119.54,82.0828,1,1,0,0
44.91,1,4.73,1.11,0.33,25.7,63.0611,0,0,0,1
6.39,4,4.28,1.31,0.38,102.57,51.6275,0,1,0,0
12.17,4,2.15,1.73,0.31,7.35,25.4826,1,0,0,0
21.93,3,4.53,0.76,,74.52,48.024,0,0,0,0
41.08,4,3.31,1.71,0.46,36.86,90.5124,0,0,1,0
43.18,3,3.03,1.54,,104.17,98.6948,0,0,0,0
1.34,3,3.64,1.33,0.46,37.6,22.718200000000003,1,0,0,0
26.03,2,2.27,1.55,0.4,83.98,76.20850000000002,0,0,1,0
21.45,2,4.27,1.12,0.3,82.54,53.056,0,1,0,0
11.88,1,3.75,0.71,0.34,30.47,22.544600000000003,0,0,0,0
6.87,2,2.56,1.5,0.23,9.0,14.935,0,0,1,0
17.54,2,2.56,1.29,0.49,52.06,50.696,0,0,1,0
,3,2.55,1.46,0.37,38.26,85.6182,1,0,0,0
16.84,2,2.17,1.01,0.12,98.03,30.942000000000004,1,0,1,0
26.42,3,3.76,1.86,0.23,97.04,75.22040000000001,0,1,0,0
,3,4.52,1.38,0.35,57.56,73.587,0,0,0,0
18.82,2,2.05,0.63,0.12,74.75,22.8766,0,0,0,0
48.62,1,2.15,1.17,0.11,74.49,67.2293,1,0,0,0
48.16,1,3.72,1.63,0.28,100.12,110.2544,1,0,0,0
109.61608204688008,4,4.46,1.69,0.23,53.88,327.21766546350466,0,0,0,0
,4,2.98,1.24,0.28,36.68,44.7092,1,0,0,0
15.74,2,3.05,1.84,0.21,35.48,39.4624,0,0,0,0
14.96,1,3.79,0.9,0.17,66.66,28.5862,0,0,1,0
2.81,3,2.82,1.12,0.38,56.65,27.4942,1,1,0,0
30.87,4,2.08,1.85,0.31,55.61,76.4286,0,1,0,0
25.63,3,4.21,,0.18,15.48,54.1556,0,0,0,0
3.52,4,3.88,1.53,0.23,87.64,29.4228,0,1,0,0
14.65,2,3.74,1.79,,29.58,40.020700000000005,1,1,0,0
45.51,1,4.23,0.63,0.13,27.65,36.4958,0,1,0,0
12.74,4,4.03,1.8,0.16,52.47,35.357200000000006,0,1,0,0
8.1,1,2.62,0.98,0.13,31.19,14.6127,1,0,0,0
24.98,3,3.06,0.77,0.42,72.14,52.5934,1,0,0,0
49.3,2,2.38,0.86,0.4,47.72,63.866,0,0,0,0
12.86,1,2.39,1.13,0.4,56.62,39.5698,0,1,0,0
33.93,2,,0.88,0.39,66.77,59.92869999999999,0,0,1,0
38.32,1,4.58,0.98,0.37,28.41,52.6453,0,1,0,0
12.64,3,,0.7,0.29,22.91,20.3819,0,1,0,0
36.68,3,3.89,0.94,0.36,106.25,76.6192,1,0,0,0
19.02,2,2.55,1.36,0.12,54.88,35.0028,0,1,0,0
31.98,3,2.32,1.16,0.35,52.39,57.7533,0,0,1,0
32.04,4,4.44,1.02,0.41,9.1,40.8518,0,0,0,0
27.25,1,3.74,1.62,0.3,,66.566,1,1,0,0
5.42,3,3.85,1.84,0.24,68.73,30.318,0,0,1,0
41.93,4,4.34,1.64,0.21,69.27,87.6519,1,1,0,0
,2,4.11,1.0,0.36,86.31,51.9016,0,1,0,0
3.0,2,2.17,0.73,0.45,34.01,19.6645,0,0,1,0
29.95,2,4.24,0.7,0.24,98.23,48.7802,0,0,1,0
34.2,1,4.55,1.02,0.41,113.92,86.1412,0,0,0,0
1.81,1,2.86,1.71,0.32,20.63,12.5567,0,0,0,1
26.09,4,3.92,0.87,0.45,62.23,54.62179999999999,0,0,0,0
12.1,,,0.59,0.31,,19.2643,1,0,1,0
32.61,1,,0.7,0.31,11.91,31.3891,0,0,0,0
9.54,1,2.1,1.79,0.33,42.43,33.1785,1,0,0,0
34.86,4,3.74,1.45,0.4,21.52,62.895,0,1,0,0
7.74,1,,1.29,0.12,21.54,15.0994,0,0,0,0
17.71,4,2.71,1.48,0.48,6.06,31.829600000000003,0,0,0,1
6.56,3,3.48,0.85,0.31,97.94,39.4174,0,0,0,0
46.31,1,4.74,1.8,0.35,,96.939,0,0,0,0
43.99,2,2.64,0.96,0.29,74.71,66.5363,0,0,0,1
13.64,4,2.43,1.54,0.14,43.75,29.5606,0,0,1,0
33.34,1,4.28,0.52,0.41,72.33,51.2721,1,0,0,1
41.04,1,3.5,1.06,0.4,41.3,63.522400000000005,1,0,0,0
28.2,2,4.74,1.03,0.22,15.0,37.086,1,0,1,0
26.95,2,2.44,1.32,0.22,,44.7548,1,0,0,0
12.85,4,3.94,0.61,,26.63,23.4957,0,1,0,0
5.56,4,,1.69,0.13,54.22,19.145,0,0,1,0
,2,2.47,0.83,0.45,80.7,76.1018,1,0,0,0
45.12,4,,1.52,0.2,35.34,79.70039999999999,0,0,0,0
32.02,2,3.78,1.7,0.34,6.39,60.38660000000001,0,0,0,0
17.61,1,4.26,1.34,0.47,64.68,58.257000000000005,0,0,1,0
18.11,2,2.93,1.61,0.37,74.66,59.7113,0,1,0,0
,2,3.34,1.49,0.27,115.73,89.0764,0,0,0,1
,3,3.22,1.03,0.38,72.79,77.18900000000001,1,0,0,1
44.47,2,4.95,1.71,0.24,59.18,95.1969,0,1,0,0
39.21,2,2.88,0.94,0.21,70.94,54.6348,0,0,1,0
32.46,3,2.88,1.36,0.5,111.71,102.8806,1,1,0,0
5.12,4,,1.62,0.4,,51.45840000000001,0,0,1,0
8.92,3,3.69,1.07,0.36,42.14,28.4048,0,0,1,0
45.03,1,2.76,0.95,0.24,32.28,53.2857,0,0,0,0
30.72,3,4.75,1.19,0.12,35.2,45.5308,1,0,0,0
1.45,1,2.8,1.73,,63.01,12.2396,1,1,0,0
5.97,4,4.69,1.89,0.32,90.57,44.95569999999999,0,0,0,0
1.25,3,3.97,1.49,0.31,12.8,9.8005,0,0,0,0
8.88,4,4.72,1.85,0.44,88.21,59.96039999999999,1,0,0,1
27.89,1,2.51,0.65,0.11,97.69,31.3844,1,0,0,0
34.9,3,4.9,0.85,0.25,38.29,44.1375,1,0,0,0
11.99,,4.84,1.74,0.28,54.06,40.839400000000005,1,1,0,0
12.63,3,2.9,1.12,0.48,102.2,66.10159999999999,0,0,1,0
16.94,4,2.56,0.63,0.19,65.42,25.662,1,0,1,0
37.58,4,2.91,1.16,0.47,84.52,86.22719999999998,0,0,0,0
32.83,1,,0.85,0.27,106.59,58.9648,1,0,0,0
42.61,3,2.43,0.94,0.49,62.01,72.86829999999999,0,0,1,0
33.22,1,2.31,1.66,0.32,41.02,70.5816,1,0,0,1
28.85,1,3.27,0.61,0.47,91.67,63.9534,0,0,1,0
5.59,2,4.39,,0.1,30.31,17.147599999999997,0,0,0,0
19.02,2,2.42,1.14,0.4,49.68,43.9748,0,0,0,1
13.99,4,2.39,1.39,0.46,104.56,69.9337,0,0,0,0
130.80900130744172,1,3.93,0.63,0.16,88.31,328.8717691378544,0,0,0,0
48.68,4,2.59,1.01,0.14,51.44,58.9584,0,0,0,0
20.26,3,2.29,0.63,0.27,29.7,23.0728,0,0,1,0
31.93,1,4.77,1.71,0.32,37.67,71.4247,0,0,0,0
39.95,3,4.46,1.19,0.31,25.25,59.828,1,1,0,0
25.63,3,3.06,0.84,0.16,,39.066,0,0,1,0
29.27,4,3.97,1.9,0.1,33.99,62.982,1,0,1,0
25.13,4,3.61,1.02,0.42,57.23,53.2792,1,0,1,0
,3,4.03,0.74,0.14,49.37,18.7636,0,0,0,0
36.4,4,4.05,1.34,,117.94,94.105,0,0,0,0
14.76,3,3.89,1.92,0.47,49.98,55.71979999999999,1,1,0,0
2.19,1,2.8,0.51,0.18,14.2,6.472899999999999,0,0,0,0
32.63,1,2.12,0.86,0.37,15.33,35.8539,0,0,0,1
9.68,2,3.37,1.91,0.13,72.94,31.341,0,0,1,0
47.08,1,4.67,0.76,0.34,73.93,65.587,1,1,0,0
47.74,3,3.71,0.67,0.17,53.16,44.733,0,1,0,0
45.83,4,4.5,1.36,0.39,54.66,88.1462,0,1,0,0
19.14,2,4.97,1.79,0.22,11.2,41.6946,1,1,0,0
1.76,,2.49,1.22,0.29,64.4,23.3132,1,1,0,0
46.49,3,4.08,1.99,0.34,63.05,118.0321,0,0,0,0
21.98,1,4.02,1.52,0.17,22.2,41.2036,0,0,1,0
48.37,2,4.94,0.61,0.4,,41.2217,1,0,1,0
48.22,3,4.96,1.99,0.22,19.21,105.144,0,0,0,1
42.8,,4.06,1.11,0.36,16.62,57.55120000000001,0,0,0,0
15.43,2,2.73,0.93,0.16,75.12,29.0991,0,1,0,0
19.87,1,4.4,1.34,0.38,27.6,41.5138,1,0,0,0
42.71,3,2.32,,0.15,33.91,48.4081,0,0,1,0
16.53,4,4.34,0.63,0.27,24.96,21.4931,1,0,1,0
9.31,2,4.73,0.5,0.2,115.15,32.415000000000006,1,0,0,0
28.28,2,3.15,1.17,0.4,103.28,77.5496,0,0,0,0
46.87,4,3.89,1.76,0.2,31.51,92.6832,0,0,1,0
35.11,3,3.29,1.36,0.45,42.67,70.2411,0,0,0,0
28.93,2,3.31,2.0,0.46,29.14,74.5744,0,0,1,0
5.76,2,2.93,0.93,0.18,61.57,19.3694,0,0,0,0
31.14,2,4.29,0.92,0.35,7.26,35.4798,1,0,0,0
37.3,3,4.21,1.86,0.35,97.47,107.7025,0,0,1,0
35.15,1,2.76,,0.21,96.08,91.8308,0,0,0,0
116.196063616616,4,2.2,0.85,0.25,19.63,206.69956969976877,1,0,0,0
139.06223019422194,2,2.8,1.82,0.14,50.83,276.84059674137075,0,0,0,0
,3,4.74,0.99,0.39,24.57,29.5584,0,0,1,0
40.66,2,3.9,0.67,0.3,34.29,41.4292,0,0,0,0
40.7,2,4.16,1.81,0.38,35.27,91.2296,0,1,0,0
43.49,1,2.77,1.45,0.2,68.97,79.6245,0,1,0,0
45.75,3,4.16,0.75,0.23,52.31,50.5038,0,0,1,0
40.12,,3.88,1.61,0.24,116.97,96.546,1,0,1,0
32.85,4,2.44,1.18,0.42,31.52,54.4414,0,0,0,1
35.4,3,4.47,1.98,0.46,93.88,117.7468,0,0,1,0
39.99,2,2.71,0.58,0.31,43.98,39.538,0,0,0,0
44.61,,3.96,1.03,0.28,21.45,55.9143,0,0,0,0
17.56,1,3.22,1.22,0.11,103.66,36.0458,0,1,0,0
,1,3.79,1.25,0.45,40.52,46.274,0,0,0,0
5.61,1,2.32,0.97,0.11,,16.6464,0,0,0,0
29.34,2,2.05,1.59,0.48,70.14,82.3678,0,0,0,0
23.81,1,2.81,1.91,0.24,62.02,63.1719,1,0,1,0
100.38042000901908,3,4.46,,,89.21,329.9130039401465,0,0,0,0
15.04,1,5.0,1.78,0.11,15.09,33.4311,0,0,1,0
29.95,4,2.63,1.33,0.33,81.84,69.47070000000001,0,0,1,0
2.49,,2.8,1.74,0.32,108.02,41.699,0,0,0,0
2.83,1,3.99,0.96,0.19,11.65,8.920300000000001,0,0,1,0
41.31,,4.9,1.1,,21.18,56.05960000000001,0,0,0,0
18.65,1,4.75,0.98,0.36,87.41,54.49459999999999,0,0,0,0
7.23,1,3.51,1.2,0.39,55.29,33.7491,0,1,0,0
26.59,2,4.39,0.93,0.1,51.41,34.2597,0,0,1,0
38.73,,2.41,1.94,0.47,20.75,87.29869999999998,0,0,1,0
11.58,3,4.93,0.97,0.17,63.28,26.9202,0,0,1,0
31.52,1,4.89,0.65,0.19,19.55,29.0925,0,0,0,0
5.18,2,2.49,1.29,0.21,59.81,21.7323,0,1,0,0
3.53,1,2.9,0.59,0.12,92.82,16.1211,1,0,1,0
27.04,2,2.3,0.67,0.15,,25.6218,0,0,0,1
145.74705994904548,3,2.82,0.83,0.49,60.29,325.0989498083767,0,0,1,0
32.23,3,4.45,1.2,0.23,119.08,70.5144,0,0,0,0
36.58,4,3.13,1.15,0.15,83.96,57.791,1,1,0,0
48.82,2,2.27,1.7,0.14,101.76,99.5104,0,1,0,0
26.3,2,3.03,1.61,0.39,52.71,65.9299,0,1,0,0
16.82,4,4.94,1.14,0.44,93.3,65.1668,0,1,0,0
39.96,4,3.89,1.0,0.2,9.66,45.782,0,0,0,0
14.27,2,3.25,0.97,0.11,19.13,19.1962,0,1,0,0
22.51,4,2.5,1.66,0.19,28.35,45.2531,0,0,1,0
4.84,3,4.96,0.58,0.12,51.22,13.9136,0,1,0,0
2.24,1,4.46,0.52,0.14,102.26,19.9412,0,0,0,0
48.17,3,,1.69,0.27,44.82,96.3487,1,1,0,0
41.96,4,2.21,1.22,0.19,80.28,68.65440000000001,1,0,0,0
35.1,2,2.17,0.7,0.31,86.57,53.5767,0,0,0,0
21.04,2,2.36,0.85,0.2,72.41,34.726,0,0,0,0
9.49,3,3.74,1.9,0.48,46.08,43.8894,0,1,0,0
8.67,2,4.79,1.79,0.46,71.36,53.1349,0,0,1,0
13.26,4,3.49,1.56,0.33,44.36,38.814400000000006,0,0,1,0
27.91,3,4.53,1.22,0.24,,42.0962,1,0,1,0
36.02,2,3.34,1.28,,119.17,79.2381,1,0,1,0
33.35,1,4.13,1.96,0.26,19.63,74.59979999999999,0,1,0,0
14.72,,4.2,1.95,0.39,13.32,38.0988,0,0,1,0
47.79,4,2.52,0.82,0.28,106.03,71.3962,1,0,0,0
37.16,2,3.08,1.72,0.44,39.71,84.4676,1,0,0,0
28.16,,3.91,0.8,0.48,79.78,64.7324,1,0,1,0
,3,2.21,0.82,0.23,42.84,37.4586,0,1,0,0
13.14,3,3.6,1.11,0.14,35.14,23.105000000000004,0,0,0,0
18.44,2,4.99,1.9,0.18,44.45,48.027,0,0,0,0
38.13,4,3.42,0.63,0.27,52.23,41.544,0,0,0,0
1.71,4,4.45,1.27,0.18,87.85,22.4347,0,0,1,0
6.69,4,3.3,1.88,0.45,,44.6007,0,0,0,1
3.25,3,4.39,1.86,0.16,,28.5966,0,0,0,1
3.0,1,3.79,0.73,0.28,9.82,8.729600000000001,0,0,0,0
42.92,3,4.66,1.05,0.34,62.85,71.095,0,0,1,0
35.48,3,3.23,1.43,0.38,72.19,81.39859999999999,0,0,0,0
116.66768073006573,2,3.81,0.74,0.25,110.82,248.29520891209057,0,0,1,0
5.79,2,3.89,1.95,0.45,10.65,19.973,0,0,1,0
25.09,2,3.25,1.87,0.33,70.95,73.5818,1,0,1,0
24.2,1,2.43,0.75,0.28,103.17,49.4676,0,0,0,0
9.49,1,2.28,0.68,0.13,32.82,12.9998,0,1,0,0
22.26,2,,0.63,0.29,105.77,46.7471,0,1,0,0
,,4.62,1.86,0.43,7.19,45.89750000000001,0,1,0,0
31.18,1,2.71,0.79,0.35,89.23,58.5727,0,0,0,0
32.12,4,2.63,1.12,0.43,112.31,86.89770000000001,0,0,0,0
3.22,1,4.21,1.17,0.3,80.58,32.151399999999995,0,0,0,0
19.36,1,2.96,1.4,0.15,55.49,38.3875,0,0,0,1
31.67,1,3.52,,0.11,10.16,23.9563,0,0,1,0
25.65,2,2.49,0.84,0.22,110.81,48.4142,0,1,0,0
42.97,4,4.88,1.9,0.38,59.08,108.9734,1,0,0,0
33.28,1,4.55,1.86,0.42,8.33,69.9494,0,0,0,0
8.98,2,4.59,1.67,0.22,84.33,38.1392,0,1,0,0
4.46,3,3.22,0.53,0.3,60.41,23.7068,1,0,0,0
32.48,3,4.29,0.99,0.27,19.3,41.65619999999999,0,1,0,0
2.3,,2.43,1.44,0.26,29.64,13.4484,1,0,0,1
,3,2.03,0.91,0.19,12.42,31.4168,0,0,0,0
47.07,4,2.06,1.86,0.15,71.04,100.2662,0,0,1,0
29.2,3,3.76,1.45,0.18,76.53,59.87539999999999,0,0,0,0
20.02,3,3.37,0.61,0.12,63.16,23.1614,0,0,0,1
32.52,4,3.55,1.86,0.18,98.97,81.85180000000001,0,0,1,0
23.45,1,2.02,1.94,0.1,104.02,57.915,0,0,0,0
27.74,1,,0.62,0.35,75.8,46.9988,0,0,0,0
47.13,4,4.15,1.3,0.23,6.47,66.90710000000001,0,1,0,0
19.92,4,3.33,0.96,0.49,84.95,64.0787,0,0,1,0
,4,4.2,1.09,0.18,,66.1816,0,1,0,0
45.36,3,2.7,0.77,0.24,70.04,54.436800000000005,0,0,0,1
10.59,4,4.44,,0.24,79.64,38.0619,0,0,1,0
4.4,2,3.77,1.94,0.1,45.28,16.834,1,0,1,0
5.94,3,2.63,1.25,0.44,110.47,58.6618,0,0,0,1
1.89,1,2.71,0.62,0.11,20.41,6.1269,1,0,1,0
5.63,1,3.88,1.43,,82.22,51.39649999999999,0,1,0,0
34.47,1,4.49,1.01,0.46,5.5,41.834700000000005,0,0,0,0
4.49,3,3.25,1.78,0.31,111.33,45.75449999999999,0,0,1,0
16.63,2,2.77,1.15,0.32,17.94,27.6353,0,1,0,0
42.4,4,4.6,0.79,0.36,15.91,43.823600000000006,0,0,0,0
2.14,4,4.01,0.79,0.25,43.3,16.525599999999997,1,0,0,0
40.91,1,3.34,1.65,0.36,47.96,88.1071,0,0,0,0
14.81,1,3.46,0.9,0.12,29.64,20.3458,1,0,0,0
6.79,3,2.61,1.65,0.12,72.29,22.4883,1,0,1,0
35.14,2,3.88,0.81,0.28,55.94,48.006600000000006,1,0,0,0
31.82,4,3.08,0.98,0.32,8.93,37.1212,1,0,0,0
44.0,3,4.99,1.2,0.46,41.76,76.9996,0,0,1,0
37.02,4,3.44,1.91,0.14,,87.89620000000001,0,0,0,0
40.37,1,3.46,1.9,0.43,84.32,116.42059999999998,0,0,0,0
14.82,4,3.7,0.81,0.18,88.36,31.609,0,1,0,0
9.69,2,4.75,1.04,0.26,85.28,37.0004,0,0,1,0
37.78,2,4.4,0.72,0.23,40.76,40.9764,1,0,0,1
40.53,1,3.35,1.26,0.26,16.46,58.6974,0,0,0,0
49.53,2,4.16,1.19,0.16,36.33,68.9135,0,0,1,0
21.22,2,3.76,1.85,0.3,100.66,73.21499999999999,0,0,1,0
19.23,3,3.48,1.9,0.42,117.75,89.472,0,0,1,0
39.04,4,,1.08,0.28,61.79,62.0444,0,0,0,0
17.7,1,3.39,1.24,0.3,6.12,27.174,1,0,0,0
46.61,1,2.74,1.84,0.44,21.11,97.7908,0,1,0,0
43.06,1,4.74,1.71,0.38,42.04,94.3478,0,0,0,0
37.79,1,4.86,0.98,0.2,13.64,44.6222,0,0,0,0
37.97,2,3.6,1.13,0.45,113.49,97.57659999999998,0,1,0,0
6.05,3,3.89,0.84,0.33,46.98,24.4754,0,0,1,0
,1,3.63,0.8,0.19,109.95,60.7045,0,0,1,0
25.76,3,2.39,0.56,0.21,94.76,36.7152,0,0,1,0
41.5,3,3.13,1.47,0.42,91.88,102.72459999999998,0,1,0,0
,2,2.3,0.89,0.12,74.77,26.1176,0,0,0,0
44.88,1,3.87,0.58,0.5,77.08,68.4404,0,0,0,0
20.07,2,3.34,0.85,0.15,78.37,32.155,0,1,0,0
45.36,,2.66,1.78,0.26,68.68,101.2576,1,0,0,0
5.47,3,2.49,1.22,,118.44,44.69539999999999,0,0,0,0
104.37179088913676,1,3.22,1.12,0.45,89.21,206.50865196831717,0,0,0,0
47.55,4,4.78,1.97,0.27,94.35,123.928,0,0,1,0
47.58,3,4.13,0.8,0.31,105.33,74.8463,0,0,1,0
29.1,4,3.26,0.82,0.12,29.8,30.698,0,0,1,0
31.96,3,3.55,0.94,,14.64,35.0564,0,0,0,0
22.97,2,2.25,0.76,0.2,60.53,31.8132,1,0,0,1
15.37,1,4.95,1.07,0.37,64.12,45.1203,0,0,1,0
,3,4.0,1.87,0.15,100.36,51.031000000000006,0,0,1,0
